Setup,MAE,RMSE,R2
A_scaled_num,82.9598548481822,155.27826732589713,0.4387740216738575
C_drop_hi_card_cats,83.66451045202163,156.28174181587102,0.40498836171652675
B_drop_ratings,85.48412306301925,160.06429543053864,0.37583715979368715
